studyName,CruiseTow,CruiseName,Event,Tow,GridLine,"Grid Station","Date GMT","TimeStart GMT","TimeLocal CLST","LatitudeStart (º)","LongitudeStart (º)","TimeEnd GMT","LatitudeEnd (º)","LongitudeEnd (º)","TowDuration (min)","Heading (º)",SOG,"WaterDepth (m)",WindSpeed,"WindDirection (º)",NetID,TowType,DepthTarget,"DepthMaximum (m)","VolumeFilteredM3 (m³)","SiphonNum (num/1000m³)","SiphonVol (ml/1000m3)","Cnidaria_oNum (num/1000m³)","Cnidaria_oVol (ml/1000m3)","CtenophNum (num/1000m³)","CtenophVol (ml/1000m3)","ClioNum (num/1000m³)","ClioVol (ml/1000m3)","LimacinaNum (num/1000m³)","LimacinaVol (ml/1000m3)","ClioneNum (num/1000m³)","ClioneVol (ml/1000m3)","Pteropod_oNum (num/1000m³)","Pteropod_oVol (ml/1000m3)","CephalopNum (num/1000m³)","CephalopVol (ml/1000m3)","TomopterNum (num/1000m³)","TomopterVol (ml/1000m3)","Polychae_oNum (num/1000m³)","Polychae_oVol (ml/1000m3)","PseudosaNum (num/1000m³)","PseudosaVol (ml/1000m3)","Chaetogn_oNum (num/1000m³)","Chaetogn_oVol (ml/1000m3)","CopepodaNum (num/1000m³)","CopepodaVol (ml/1000m3)","OstracodNum (num/1000m³)","OstracodVol (ml/1000m3)","MysidaNum (num/1000m³)","MysidaVol (ml/1000m3)","ThemistoNum (num/1000m³)","ThemistoVol (ml/1000m3)","Amphipod_oNum (num/1000m³)","Amphipod_oVol (ml/1000m3)","EsuperbaNum (num/1000m³)","EsuperbaVol (ml/1000m3)","EcrystalNum (num/1000m³)","EcrystalVol (ml/1000m3)","EfrigidaNum (num/1000m³)","EfrigidaVol (ml/1000m3)","EtriacanNum (num/1000m³)","EtriacanVol (ml/1000m3)","ThysanoeNum (num/1000m³)","ThysanoeVol (ml/1000m3)","Euphaus_oNum (num/1000m³)","Euphaus_oVol (ml/1000m3)","DecapodaNum (num/1000m³)","DecapodaVol (ml/1000m3)","SalpEmbNum (num/1000m³)","SalpEmbVol (ml/1000m3)","SalpAggNum (num/1000m³)","SalpAggVol (ml/1000m3)","SalpSolNum (num/1000m³)","SalpSolVol (ml/1000m3)","PantarctNum (num/1000m³)","PantarctVol (ml/1000m3)","TeleosteNum (num/1000m³)","TeleosteVol (ml/1000m3)","OtherNum (num/1000m³)","OtherVol (ml/1000m3)"
PD95-01,30122,PD95-01,1092,122,300,200,1995-01-29,22:02:00,19:02:00,65.8673,71.3987,00:00:00,0.0000,0.0000,28,62.0,1.9,3095,28.4,351,2,Standard,0,120,5087,-1,-1,0,0,0,0,0,0,21.231,0.786,0,0,-1,-1,0,0,2.359,1.18,0,0,0,0,-1,-1,0,0,0,0,0,0,1.573,0.197,1.573,0.197,17.496,21.624,0,0,0,0,0,0,90.429,5.504,0,0,0,0,0,0,0,0,0,0,0,0,0.197,-1,0,0
PD95-01,30125,PD95-01,1100,125,200,200,1995-01-30,08:16:00,05:16:00,66.4417,73.0570,00:00:00,0.0000,0.0000,29,40.0,1.6,3691,24.1,334,2,Standard,0,120,6295,0.477,0.635,0.318,0.635,0,0,0,0,37.807,1.747,0,0,13.82,1.747,0,0,3.495,0.794,0,0,0,0,0,0,0,0,0,0,0,0,6.99,-1,1.747,0.794,12.232,9.372,0,0,0,0,0,0,1383.942,55.281,0,0,0,0,0,0,0,0,0.318,5.083,0,0,0,0,0,0
PD95-01,30129,PD95-01,1115,129,200,180,1995-01-30,14:47:00,11:47:00,66.5872,72.7682,00:00:00,0.0000,0.0000,34,57.0,2.1,2001,27.6,344,2,Standard,0,120,7624,0,0,0,0,0,0,0,0,2.754,0.077,0,0,0,0,0,0,2.754,-1,0,0,0,0,0,0,0,0,0,0,0,0,5.509,-1,0,0,22.429,26.888,0,0,0,0,0,0,851.642,36.595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PD95-01,30131,PD95-01,1123,131,200,160,1995-01-30,18:54:00,15:54:00,66.7198,72.4640,00:00:00,0.0000,0.0000,34,46.0,1.7,3224,25.5,346,2,Standard,0,120,7663,0,0,0,0,0,0,0,0,13.049,0.783,0,0,1.566,-1,0,0,3.132,0.783,0,0,0,0,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1,14.093,19.182,0,0,0,0,0,0,329.487,14.354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PD95-01,30134,PD95-01,1134,134,200,140,1995-01-31,01:02:00,22:02:00,66.8503,72.1702,00:00:00,0.0000,0.0000,35,71.0,1.6,415,21.8,349,2,Standard,0,120,8555,0,0,0,0,0,0,0,0,27.47,1.403,0,0,-1,-1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1,16.365,15.547,0,0,0,0,0,0,281.13,10.287,0,0,0,0,0,0,0,0,0,0,0,0,0.234,-1,0,0
PD95-01,30137,PD95-01,1143,137,200,120,1995-01-31,06:23:00,03:23:00,66.9912,71.8527,00:00:00,0.0000,0.0000,0,17.0,2.0,442,10.5,75,2,Standard,0,120,8804,0.227,0.227,0.114,0.034,0,0,0,0,8.859,0.227,0,0,0.454,0.114,0.114,-1,0.341,0.114,0,0,0,0,3.975,1.704,0,0,-1,-1,0,0,1.817,0.114,1.363,0.114,1.022,1.477,0,0,0,0,0,0,363.461,1.477,0,0,0,0,0,0,2.726,0.17,0,0,0,0,-1,-1,0,0
PD95-01,30139,PD95-01,1153,139,200,100,1995-01-31,11:48:00,08:48:00,67.1218,71.5972,00:00:00,0.0000,0.0000,0,62.0,1.6,427,10.5,45,2,Standard,0,120,5983,0,0,0.167,0.067,0,0,0,0,5.182,0.167,0,0,0.669,0.167,0,0,0.167,0.167,0,0,0,0,0.836,0.167,0,0,0,0,0,0,2.842,0.167,0.836,0.167,10.363,11.7,0,0,0,0,0,0,6.017,0.167,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0
PD95-01,30141,PD95-01,1161,141,200,80,1995-01-31,15:29:00,12:29:00,67.2383,71.2220,00:00:00,0.0000,0.0000,0,150.0,1.9,462,16.7,346,2,Standard,0,120,9122,0,0,0,0,0,0,0,0,6.687,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0.658,0.329,-1,-1,0,0,0,0,4.385,0.384,0.11,0.11,93.184,65.228,0,0,0,0,0,0,0.548,0.11,0,0,0,0,0,0,0,0,0,0,-1,-1,0.439,-1,0,0
PD95-01,30143,PD95-01,1169,143,200,60,1995-01-31,20:03:00,17:03:00,67.3733,70.8990,00:00:00,0.0000,0.0000,0,181.0,1.9,509,28.8,343,2,Standard,0,120,6436,0,0,0,0,0,0,0,0,17.247,0.699,0,0,0.155,0.155,0,0,0,0,0,0,0,0,1.398,0.466,-1,-1,0,0,0,0,2.175,0.466,0.466,0.155,0.466,0.311,1.088,0.163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155,-1,0,0
PD95-01,30146,PD95-01,1180,146,200,40,1995-02-01,00:56:00,21:56:00,67.4963,70.5905,00:00:00,0.0000,0.0000,0,182.0,2.0,766,26.6,3,2,Standard,0,120,7671,0,0,0,0,0,0,0,0,13.036,0.521,0,0,0.261,0.13,0,0,0,0,0,0,0,0,1.173,0.782,-1,-1,0,0,0,0,0.912,0.13,1.173,0.13,1.043,0.521,0.261,0.039,0,0,0,0,28.548,1.695,0,0,0,0,0,0,0,0,0,0,-1,-1,7.43,-1,0,0
PD95-01,30147,PD95-01,1183,147,200,20,1995-02-01,05:05:00,02:05:00,67.6350,70.2518,00:00:00,0.0000,0.0000,46,197.0,2.2,583,22.9,344,2,Standard,0,120,11282,0,0,0,0,0,0,0,0,28.718,1.241,0,0,0,0,0,0,0,0,0,0,0,0,1.595,0.443,-1,0.399,0,0,0,0,0.532,0.089,6.914,0.532,1.684,1.418,54.246,4.255,0,0,0.532,-1,4.255,0.443,0,0,0,0,0,0,1.595,0.239,0,0,0,0,-1,-1,0,0
PD95-01,30149,PD95-01,1193,149,200,0,1995-02-01,10:54:00,07:54:00,67.7572,69.9233,00:00:00,0.0000,0.0000,30,212.0,1.9,693,23.7,354,2,Standard,0,120,6851,0,0,0,0,0,0,0,0,17.077,0.657,0,0,0.584,0.146,0,0,0,0,0,0,0,0,1.022,0.146,-1,-1,0,0,0,0,0.438,0.146,1.314,0.146,1.168,0.73,14.742,0.949,0,0,0,0,5.109,0.146,0,0,0,0,0,0,2.189,0.292,0,0,0,0,-1,-1,0,0
PD95-01,30152,PD95-01,1211,152,360,10,1995-02-02,16:58:00,13:58:00,66.6340,67.4437,00:00:00,0.0000,0.0000,38,309.0,1.9,595,5.1,247,2,Standard,0,120,8953,0,0,0.112,-1,0,0,0,0,62.1,3.574,0,0,0.335,0.112,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,3.909,0.894,0.335,0.223,0.335,0.112,0,0,0,0,29.487,1.229,0,0,0,0,0,0,0,0,0,0,0,0,5.92,-1,0,0
PD95-01,30153,PD95-01,1216,153,380,10,1995-02-02,21:26:00,18:26:00,66.5542,67.1297,00:00:00,0.0000,0.0000,53,259.0,2.0,429,10.5,327,2,Standard,0,120,13346,0,0,0,0,0,0,0,0,5.62,0.375,0,0,0.075,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.075,1.049,0.15,0,0,0.075,0.075,0,0,0,0,6.219,0.525,0,0,0,0,0,0,0,0,0,0,-1,-1,10.565,-1,0,0
PD95-01,30158,PD95-01,1226,158,400,15,1995-02-03,08:37:00,05:37:00,66.4232,66.9478,00:00:00,0.0000,0.0000,44,36.0,2.3,569,7.4,174,2,Standard,0,120,10293,0,0,0,0,0,0,0,0,5.247,0.291,0,0,0.097,0.097,0,0,0,0,0,0,0,0,0.389,0.146,-1,-1,-1,-1,0,0,0.194,0.097,0.972,0.097,0.777,0.389,4.566,0.389,0,0,0,0,9.813,0.486,0,0,0,0,0,0,0,0,0,0,-1,-1,41.098,-1,0,0
PD95-01,30160,PD95-01,1236,160,420,15,1995-02-03,13:26:00,10:26:00,66.2697,66.5982,00:00:00,0.0000,0.0000,49,198.0,2.0,893,19.8,3,2,Standard,0,120,10836,0,0,0.185,-1,0,0,0,0,0.185,0.092,0,0,0.092,0.092,0,0,0,0,0,0,0,0,0.277,-1,-1,-1,0,0,0,0,0.185,0.092,0.092,0.092,0.092,0.092,0,0,0,0,0,0,0.554,0.092,0,0,0,0,0,0,0,0,0,0,0,0,4.43,-1,0,0
PD95-01,30166,PD95-01,1252,166,440,15,1995-02-04,01:20:00,22:20:00,66.1435,66.2797,00:00:00,0.0000,0.0000,50,260.0,1.6,869,7.2,32,2,Standard,0,300,12262,0,0,0,0,0,0,0,0,3.507,0.098,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0.571,-1,0.571,0.082,2.365,0.355,0,0,-1,-1,52.274,2.936,0,0,0,0,0,0,0,0,0,0,0,0,17.126,-1,0,0
PD95-01,30167,PD95-01,1313,167,600,40,1995-02-06,04:07:00,01:07:00,64.9415,64.3798,00:00:00,0.0000,0.0000,29,143.0,2.3,1001,10.3,286,2,Standard,0,120,5712,0,0,0,0,0,0,0,0,2.626,0.074,0,0,-1,-1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,-1,-1,13.481,-1,28.888,28.888,-1,-1,0,0,0,0,1246.716,51.822,0,0,0,0,0,0,0,0,0,0,-1,-1,14.881,-1,0,0
PD96-01,40006,PD96-01,34,6,500,60,1996-01-09,14:36:00,11:36:00,65.4878,66.0178,00:00:00,0.0000,0.0000,55,63.0,1.5,257,7.2,179,2,Standard,0,120,13703,0,0,0,0,0,0,0,0,33.716,0.598,0,0,0,0,0,0,0,0,0,0,0,0,1.751,0.73,-1,-1,0,0,-1,-1,0,0,1.314,0.292,65.096,8.028,401.671,27.075,0,0,0,0,146.175,4.51,0,0,0,0,0,0,0,0,0,0,0,0,0.511,-1,0,0
PD96-01,40008,PD96-01,46,8,500,80,1996-01-09,20:04:00,17:04:00,65.3685,66.4537,00:00:00,0.0000,0.0000,48,303.0,2.1,497,6.2,179,2,Standard,0,110,13708,0,0,0,0,0,0,0,0,38.884,0.948,0,0,0,0,0,0,0,0,0,0,0,0,7.587,0.474,-1,-1,0,0,0,0,0.948,0.073,0,0,408.244,32.464,1.459,0.146,0,0,0,0,249.571,8.535,0,0,0,0,0,0,0,0,0,0,0,0,0.365,-1,0,0
PD96-01,40010,PD96-01,56,10,500,100,1996-01-10,01:00:00,22:00:00,65.2483,66.7865,00:00:00,0.0000,0.0000,52,21.0,1.9,359,7.6,359,2,Standard,0,120,10974,0,0,0,0,0,0,0,0,41.187,1.212,0,0,0,0,0,0,0,0,0,0,0,0,2.46,-1,0,0,-1,-1,0,0,7.29,0.799,0,0,1788.252,215.228,26.607,2.424,0,0,0,0,113.81,6.05,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0
PD96-01,40012,PD96-01,66,12,500,120,1996-01-10,05:37:00,02:37:00,65.1222,67.0925,00:00:00,0.0000,0.0000,43,14.0,1.9,678,7.4,112,2,Standard,0,120,11747,0,0,0,0,0,0,0,0,230.785,5.806,0,0,2.724,0.234,0,0,0.17,0.085,0,0,0,0,5.789,1.354,-1,-1,0,0,0,0,48.013,3.482,1.192,0.038,3.916,3.916,4.256,0.383,0,0,0,0,43.331,2.035,0,0,0,0,0,0,0,0,0,0,0,0,0.085,-1,0,0
PD96-01,40014,PD96-01,82,14,500,140,1996-01-10,20:14:00,17:14:00,64.9787,67.3768,00:00:00,0.0000,0.0000,38,236.0,1.4,347,9.9,179,2,Standard,0,120,8330,0,0,0,0,0,0,0,0,142.135,5.546,0,0,2.521,-1,0,0,0,0,0,0,0,0,-1,0.252,-1,-1,0,0,0,0,15.606,1.26,0,0,4.082,4.082,0,0,0,0,0,0,322.085,13.085,0,0,0,0,0,0,0,0,0,0,0,0,0.48,-1,0,0
PD96-01,40016,PD96-01,92,16,500,160,1996-01-10,23:57:00,20:57:00,64.8517,67.6930,00:00:00,0.0000,0.0000,30,298.0,1.8,302,15.0,179,2,Standard,0,120,6852,0,0,0,0,0,0,0,0,341.231,9.91,0,0,2.919,0.657,0,0,0,0,0,0,0,0,11.384,0.657,-1,-1,0,0,0,0,16.346,1.77,0,0,4.67,2.861,0,0,0,0,0,0,85.673,3.547,0,0,0,0,0,0,0,0,0,0,0,0,0.146,-1,0,0
PD96-01,40018,PD96-01,100,18,500,180,1996-01-11,05:01:00,02:01:00,64.7383,68.0285,00:00:00,0.0000,0.0000,43,90.0,2.5,400,6.2,359,2,Standard,0,120,12091,0,0,0,0,0,0,0,0,508.467,12.819,0,0,0.827,-1,0,0,0,0,0,0,0,0,1.654,0.165,-1,-1,0,0,0,0,25.638,1.712,1.654,-1,5.128,6.203,0,0,0,0,0,0,413.688,19.659,0,0,0,0,0,0,0.827,0.174,0,0,0,0,0,0,0,0
PD96-01,40020,PD96-01,109,20,500,200,1996-01-11,10:03:00,07:03:00,64.6112,68.2847,00:00:00,0.0000,0.0000,51,259.0,2.0,2001,15.0,359,2,Standard,0,140,11013,0,0,0,0,0,0,0,0,74.55,1.471,0,0,2.724,0.272,0,0,0.726,0.545,0,0,0,0,0,0,0,0,0,0,0,0,90.894,6.683,0,0,57.479,44.948,0,0,0,0,0,0,550.542,24.063,0,0,0,0,0,0,0.545,0.84,0,0,0,0,0,0,0,0
PD96-01,40022,PD96-01,119,22,500,220,1996-01-11,17:18:00,14:18:00,64.4475,68.6555,00:00:00,0.0000,0.0000,47,299.0,2.3,2000,19.4,353,2,Standard,0,130,12491,0,0,0,0,0,0,0,0,218.957,5.524,0,0,0.721,-1,0,0,0.64,0.4,0,0,0,0,-1,-1,-1,-1,0,0,0,0,73.653,5.524,2.081,0.16,32.744,42.35,0,0,0,0,0,0,241.614,10.327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PD96-01,40023,PD96-01,123,23,500,240,1996-01-11,19:16:00,16:16:00,64.3637,68.9915,00:00:00,0.0000,0.0000,56,241.0,2.1,2001,16.5,359,2,Standard,0,120,19495,0,0,0,0,0,0,0,0,21.596,0.354,0,0,0.821,0.205,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,13.234,0.616,0,0,17.441,19.185,0,0,0,0,0,0,465.871,17.646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PD96-01,40024,PD96-01,135,24,600,240,1996-01-12,02:31:00,23:31:00,63.7153,67.4442,00:00:00,0.0000,0.0000,60,43.0,2.6,1001,10.9,359,2,Standard,0,120,17693,0.057,0.028,0,0,0,0,0,0,279.935,6.16,0,0,1.469,-1,0.17,-1,3.73,2.261,0,0,0,0,0,0,0,0,0,0,0,0,21.703,1.724,0,0,29.446,35.335,0,0,0,0,0,0,98.059,4.437,0,0,0,0,0,0,17.69,11.982,0,0,0,0,0,0,0,0
PD96-01,40025,PD96-01,139,25,600,220,1996-01-12,04:50:00,01:50:00,63.8227,67.1247,00:00:00,0.0000,0.0000,58,152.0,2.8,2001,8.2,104,2,Standard,0,120,17490,0,0,0,0,0,0,0,0,492.274,10.675,0,0,2.687,0.166,0,0,1.372,0.629,0,0,0,0,0.686,0.333,0,0,0,0,0,0,6.003,0.669,1.315,0.166,10.749,17.152,0,0,0,0,0,0,298.852,10.006,0,0,0,0,0,0,4.917,1.258,0,0,0,0,0,0,0,0
PD96-01,40026,PD96-01,142,26,600,200,1996-01-12,06:56:00,03:56:00,63.9563,66.8735,00:00:00,0.0000,0.0000,44,120.0,2.4,3080,8.4,179,2,Standard,0,120,11222,0,0,0,0,0,0,0,0,165.753,3.44,0,0,0.891,0.045,0,0,0.446,0.446,0,0,0,0,1.871,0.276,0,0,0,0,0,0,30.655,1.622,0,0,7.664,13.278,0,0,0,0,0,0,90.095,2.968,0,0,0,0,0,0,0.267,0.802,0,0,0,0,0,0,0,0
PD96-01,40028,PD96-01,155,28,600,180,1996-01-12,16:00:00,13:00:00,64.0952,66.5457,00:00:00,0.0000,0.0000,38,308.0,2.2,1442,3.5,359,2,Standard,0,120,8539,0,0,0,0,0,0,0,0,837.307,22.25,0,0,0,0,0,0,1.522,1.487,0,0,0,0,0,0,0,0,0,0,0,0,53.517,2.576,0,0,40.636,63.729,0,0,0,0,0,0,367.244,14.872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PD96-01,40030,PD96-01,164,30,600,160,1996-01-12,19:52:00,16:52:00,64.2063,66.2763,00:00:00,0.0000,0.0000,48,170.0,1.5,421,13.4,342,2,Standard,0,120,12149,0,0,0,0,0,0,0,0,68.977,3.704,0,0,0,0,0,0,0.576,-1,0,0,0,0,3.704,0.905,0,0,0,0,0,0,5.515,0.494,0,0,28.644,12.182,0,0,0,0,0,0,515.928,22.8,0,0,0,0,0,0,0,0,0,0,0,0,1.646,-1,0,0
PD96-01,40032,PD96-01,173,32,600,140,1996-01-12,23:45:00,20:45:00,64.3285,65.9340,00:00:00,0.0000,0.0000,49,240.0,2.0,321,8.0,359,2,Standard,0,120,12592,0,0,0,0,0,0,0,0,90.377,2.883,0,0,0,0,0,0,0,0,0,0,0,0,0.556,0.556,0,0,0,0,0,0,61.072,4.606,0.556,-1,16.201,11.277,0,0,0,0,0,0,423.214,18.711,0,0,0,0,0,0,0,0,0,0,0,0,0.477,-1,0,0
PD96-01,40037,PD96-01,186,37,600,120,1996-01-13,12:03:00,09:03:00,64.4347,65.6475,00:00:00,0.0000,0.0000,32,185.0,2.0,540,15.2,179,2,Standard,0,120,5888,0,0,0,0,0,0,0,0,20.041,0.603,0,0,1.868,-1,0,0,0,0,0,0,0,0,7.982,1.809,0,0,0,0,0,0,24.117,2.412,0,0,1.019,1.698,0,0,0,0,0,0,695.144,28.125,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0
PD96-01,40039,PD96-01,195,39,600,100,1996-01-13,15:48:00,12:48:00,64.5648,65.3418,00:00:00,0.0000,0.0000,32,183.0,2.0,614,17.3,0,2,Standard,0,120,6627,0,0,0,0,0,0,0,0,31.237,1.358,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,13.581,1.358,0,0,141.849,35.462,0,0,0,0,0,0,881.423,31.237,0,0,0,0,0,0,0,0,0,0,0,0,1.66,-1,0,0
PD96-01,40041,PD96-01,204,41,600,80,1996-01-13,20:33:00,17:33:00,64.6918,65.0085,00:00:00,0.0000,0.0000,47,272.0,2.5,480,12.4,179,2,Standard,0,125,11440,0,0,0,0,0,0,0,0,19.143,0.656,0,0,0.262,-1,0,0,0,0,0,0,0,0,1.573,1.573,-1,-1,0,0,0,0,3.671,0.393,0.524,0.524,13.898,2.404,0,0,0,0,0,0,81.292,2.622,0,0,0,0,0,0,0,0,0,0,0,0,1.661,-1,0,0
PD96-01,40043,PD96-01,213,43,600,60,1996-01-14,00:20:00,21:20:00,64.8060,64.7043,00:00:00,0.0000,0.0000,37,204.0,1.7,239,14.0,179,2,Standard,0,120,7535,0,0,0,0,0,0,0,0,27.471,1.858,0,0,0.664,0.066,0,0,0,0,-1,-1,0,0,3.981,0.929,-1,-1,0,0,0,0,0.664,0.033,1.062,0.133,8.493,1.725,1.194,0.265,0,0,0,0,92.101,2.787,0,0,0,0,0,0,0,0,0,0,0,0,2.256,-1,0,0
PD96-01,40046,PD96-01,254,46,600,40,1996-01-16,00:00:00,21:00:00,64.9372,64.4195,00:00:00,0.0000,0.0000,54,42.0,2.1,1311,31.1,179,2,Standard,0,120,14083,0,0,0,0,0,0,0,0,1.42,0.096,0,0,0,0,0,0,0,0,0,0,0,0,2.769,-1,-1,-1,-1,-1,0,0,0,0,1.42,-1,71.72,108.148,0,0,0,0,1.42,-1,907.862,37.777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PD96-01,40059,PD96-01,465,59,613,40,1996-01-19,15:57:00,12:57:00,64.8417,64.2240,00:00:00,0.0000,0.0000,83,257.0,2.9,482,5.8,195,2,Standard,0,117,28519,0,0,0,0,0,0,0,0,5.435,0.14,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0.175,-1,1.438,0.07,0.736,0.067,7.819,0.912,0.701,0.14,0,0,0,0,43.13,1.543,0,0,0,0,0,0,0,0,0,0,0,0,0.912,0.018,0,0
PD96-01,40060,PD96-01,470,60,605,45,1996-01-19,19:21:00,16:21:00,64.8683,64.4170,00:00:00,0.0000,0.0000,41,99.0,2.4,191,37.5,356,2,Standard,0,100,10469,0,0,0,0,0,0,0,0,2.484,0.191,0,0,0.287,0.048,0,0,0,0,0,0,0,0,1.719,0.248,-1,-1,0,0,0,0,8.979,0.993,0,0,1.815,0.936,0,0,0,0,0,0,114.437,14.997,0,0,0,0,0,0,0,0,0,0,0,0,1.433,-1,0,0
PD96-01,40064,PD96-01,510,64,606,14,1996-01-21,12:18:00,09:18:00,65.0608,63.9278,00:00:00,0.0000,0.0000,54,21.0,3.4,321,20.0,7,2,Standard,0,120,15579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,0,0,1.861,-1,1752.879,159.189,191.733,26.343,0,0,0,0,180.628,12.799,0,0,0,0,0,0,0,0,0,0,0.064,-1,1.733,-1,0,0
PD96-01,40066,PD96-01,517,66,595,14,1996-01-21,17:53:00,14:53:00,65.1728,64.1048,00:00:00,0.0000,0.0000,56,358.0,2.0,260,29.4,17,2,Standard,0,120,15629,0,0,0,0,0,0,0,0,0,0,0,0,0.704,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,2.751,0.691,1378.24,145.495,115.04,13.859,0,0,0,0,11.773,1.388,0,0,0,0,0,0,0,0,0,0,0.128,-1,1.855,-1,0,0
PD96-01,40069,PD96-01,525,69,588,11,1996-01-21,22:59:00,19:59:00,65.1940,64.0998,00:00:00,0.0000,0.0000,48,332.0,2.0,269,17.3,8,2,Standard,0,115,11523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.256,-1,0,0,0,0,696.511,66.648,146.661,15.534,0,0,0,0,35.581,1.111,0,0,0,0,0,0,0,0,0,0,0.694,-1,8.071,-1,0,0
PD96-01,40073,PD96-01,535,73,575,10,1996-01-22,11:14:00,08:14:00,65.2898,64.2943,00:00:00,0.0000,0.0000,31,211.0,2.1,202,10.5,146,2,Shallow,0,95,8365,0,0,0,0,0,0,0,0,1.435,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.143,-1,-1,-1,-1,0,0,0.239,0.096,4.184,0.418,8.488,0.299,35.385,3.706,0,0,0.12,-1,24.506,1.315,0,0,0,0,0,0,0,0,0,0,2.271,-1,22.355,-1,0,0
PD96-01,40075,PD96-01,544,75,550,5,1996-01-22,15:14:00,12:14:00,65.4642,64.6578,00:00:00,0.0000,0.0000,30,248.0,3.1,245,8.0,151,2,Shallow,0,80,8784,0,0,0,0,0,0,0,0,0.114,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,0,0,1.252,0.171,13.775,0.228,0,0,0,0,0,0,2.391,0.114,0,0,0,0,0,0,0,0,0,0,57.493,-1,1.935,-1,0,0
PD96-01,40079,PD96-01,601,79,626,31,1996-01-23,22:09:00,19:09:00,64.8208,63.8647,00:00:00,0.0000,0.0000,48,125.0,2.5,200,7.4,163,2,Standard,0,120,15261,0.197,-1,0,0,0,0,0,0,0.197,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0.197,-1,-1,-1,0,0,0,0,0.655,0.131,1.376,0.21,657.25,54.225,24.377,3.388,0,0,0,0,12.188,0.511,0,0,0,0,0,0,0,0,0,0,0.524,-1,4.915,-1,0,0
PD96-01,40080,PD96-01,604,80,617,28,1996-01-24,01:15:00,22:15:00,64.8752,64.0488,00:00:00,0.0000,0.0000,39,113.0,2.9,402,10.3,216,2,Standard,0,120,11814,0,0,0,0,0,0,0,0,1.016,0.028,0,0,0.508,-1,0.085,-1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,3.978,0.499,0,0,92.942,7.991,2.539,0.499,0,0,0,0,34.451,1.498,0,0,0,0,0,0,0,0,0,0,0.508,-1,4.571,-1,0,0
PD96-01,40081,PD96-01,606,81,622,29,1996-01-24,02:32:00,23:32:00,64.8582,63.9010,00:00:00,0.0000,0.0000,36,303.0,3.0,369,16.1,8,2,Standard,0,130,7816,0,0,0,0,0,0,0,0,6.014,0.256,0,0,0.64,0.032,0,0,0,0,0,0,0,0,1.407,0.384,-1,-1,0,0,0,0,0.896,0.115,2.431,0.192,8.701,1.535,0.256,0.038,0,0,0,0,68.197,2.879,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0
PD96-01,40086,PD96-01,674,86,400,200,1996-01-26,07:04:00,04:04:00,65.2398,69.7655,00:00:00,0.0000,0.0000,56,229.0,2.1,2001,6.8,34,2,Standard,0,120,16007,0,0,0,0,0,0,0,0,147.87,4.061,0,0,0.562,-1,0,0,0.562,0.562,-1,-1,0,0,0,0,-1,-1,0,0,0,0,15.118,1.624,0.562,0.25,29.237,42.955,1.124,0.25,0,0,0,0,495.524,21.615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
